"taz","walk_subzone","walk_subzone_label","incQ","incQ_label","autoSuff","autoSuff_label","hasAV","num_persons","num_workers","num_workers_students"
835,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,594,176,332
835,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,10,6,10
835,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,180,114,164
835,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,1378,710,1090
835,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,24,10,20
835,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,374,194,282
835,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,1404,732,1026
835,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,12,12,12
835,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,266,142,220
835,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1226,630,942
836,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,38,4,8
836,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,26,16,24
836,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,762,224,386
836,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,20,14,20
836,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,96,58,84
836,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,1258,574,922
836,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,334,180,234
836,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,1836,858,1228
836,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,226,108,174
836,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,590,292,436
837,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,234,50,98
837,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,60,54,56
837,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,2936,884,1642
837,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,34,20,32
837,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,272,150,254
837,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,2634,1180,1978
837,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,16,10,12
837,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,630,306,436
837,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,2260,1050,1520
837,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,252,140,212
837,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,826,386,622
837,2,"Long-walk to transit",1,"lowInc",2,"autos_ge_workers",0,16,10,10
837,2,"Long-walk to transit",2,"medInc",1,"autos_lt_workers",0,60,54,60
837,2,"Long-walk to transit",2,"medInc",2,"autos_ge_workers",0,420,310,364
837,2,"Long-walk to transit",3,"highInc",2,"autos_ge_workers",0,52,32,40
838,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,218,54,78
838,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,28,26,28
838,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,1012,338,482
838,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,32,18,28
838,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,56,44,56
838,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,758,418,580
838,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,18,16,18
838,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,212,110,138
838,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,862,408,562
838,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,84,46,64
838,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,516,264,374
839,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,362,150,202
839,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,142,68,110
839,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,1092,408,632
839,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,90,40,64
839,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,254,142,216
839,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,966,508,742
839,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,30,20,24
839,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,276,200,232
839,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,534,344,466
839,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,30,20,22
839,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,248,164,206
839,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,546,310,446
840,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,128,46,50
840,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,16,14,16
840,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,942,430,512
840,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,54,34,38
840,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,218,158,188
840,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,1296,816,954
840,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,28,24,26
840,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,248,180,220
840,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,1436,924,1134
840,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,16,16,16
840,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,282,204,244
840,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,884,624,732
841,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,38,10,12
841,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,12,10,12
841,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,752,320,454
841,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,14,8,12
841,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,136,86,124
841,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,1178,674,904
841,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,216,132,174
841,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,1092,572,794
841,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,96,68,88
841,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,718,384,566
842,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,106,28,42
842,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,38,22,32
842,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,688,276,428
842,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,46,28,38
842,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,174,126,170
842,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,1028,588,790
842,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,4,4,4
842,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,174,108,148
842,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,716,400,550
842,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,122,72,106
842,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,520,302,414
843,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,34,0,2
843,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,552,216,292
843,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,6,2,2
843,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,66,42,54
843,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,892,474,640
843,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,2,0,0
843,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,278,150,204
843,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,1570,784,1026
843,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,114,68,86
843,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,874,490,658
844,0,"Cannot walk to transit",1,"lowInc",2,"autos_ge_workers",0,250,60,142
844,0,"Cannot walk to transit",2,"medInc",1,"autos_lt_workers",0,28,20,22
844,0,"Cannot walk to transit",2,"medInc",2,"autos_ge_workers",0,896,362,596
844,0,"Cannot walk to transit",3,"highInc",1,"autos_lt_workers",0,12,12,12
844,0,"Cannot walk to transit",3,"highInc",2,"autos_ge_workers",0,966,478,618
844,0,"Cannot walk to transit",4,"veryHighInc",0,"0_autos",0,4,2,2
844,0,"Cannot walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,662,376,526
844,0,"Cannot walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1720,1008,1206
844,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,8,0,4
844,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,62,28,52
844,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,200,94,134
844,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,146,86,124
844,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,1186,568,878
844,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,96,68,88
844,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1838,894,1400
844,2,"Long-walk to transit",1,"lowInc",0,"0_autos",0,10,0,0
844,2,"Long-walk to transit",1,"lowInc",2,"autos_ge_workers",0,542,176,192
844,2,"Long-walk to transit",2,"medInc",2,"autos_ge_workers",0,592,254,270
844,2,"Long-walk to transit",3,"highInc",0,"0_autos",0,2,2,2
844,2,"Long-walk to transit",3,"highInc",2,"autos_ge_workers",0,198,114,158
844,2,"Long-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,78,68,68
845,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,18,2,2
845,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,8,8,8
845,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,486,120,152
845,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,14,4,4
845,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,38,30,34
845,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,910,466,544
845,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,6,4,4
845,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,206,118,162
845,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,1368,764,1006
845,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,6,6,6
845,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,26,24,24
845,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1618,1010,1304
845,2,"Long-walk to transit",1,"lowInc",2,"autos_ge_workers",0,68,12,42
845,2,"Long-walk to transit",2,"medInc",1,"autos_lt_workers",0,96,42,66
845,2,"Long-walk to transit",2,"medInc",2,"autos_ge_workers",0,228,76,152
845,2,"Long-walk to transit",3,"highInc",1,"autos_lt_workers",0,62,38,52
845,2,"Long-walk to transit",3,"highInc",2,"autos_ge_workers",0,152,56,96
845,2,"Long-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,382,266,342
845,2,"Long-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,994,644,826
846,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,64,8,14
846,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,36,26,36
846,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,772,304,384
846,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,20,10,12
846,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,154,96,138
846,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,1262,718,944
846,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,10,8,10
846,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,222,140,192
846,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,1380,786,1148
846,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,4,4,4
846,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,168,110,154
846,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1192,802,1044
847,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,100,40,56
847,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,38,20,34
847,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,746,286,466
847,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,74,34,54
847,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,174,110,154
847,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,1014,478,696
847,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,10,8,10
847,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,112,86,106
847,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,564,302,480
847,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,6,4,4
847,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,32,26,32
847,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,146,84,130
848,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,80,14,22
848,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,50,34,48
848,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,1186,428,696
848,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,6,6,6
848,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,302,190,272
848,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,1502,758,1116
848,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,10,6,10
848,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,300,156,246
848,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,954,456,740
848,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,148,80,122
848,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,480,240,370
849,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,22,2,4
849,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,10,8,10
849,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,322,90,146
849,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,24,12,18
849,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,114,70,102
849,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,1148,528,764
849,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,6,4,4
849,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,180,116,154
849,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,1150,594,826
849,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,6,6,6
849,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,144,100,126
849,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,834,486,672
850,0,"Cannot walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,230,114,182
850,0,"Cannot walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,502,264,392
850,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,16,0,0
850,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,8,8,8
850,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,414,110,160
850,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,20,18,20
850,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,456,232,302
850,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,4,4,4
850,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,76,54,72
850,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,984,542,776
850,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,30,24,30
850,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,996,580,820
850,2,"Long-walk to transit",1,"lowInc",2,"autos_ge_workers",0,30,12,20
850,2,"Long-walk to transit",2,"medInc",2,"autos_ge_workers",0,78,28,54
850,2,"Long-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,8,8,8
851,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,4,2,2
851,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,4,4,4
851,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,122,34,46
851,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,8,2,2
851,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,26,18,26
851,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,196,94,114
851,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,138,90,96
851,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,4,4,4
851,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,142,112,112
851,2,"Long-walk to transit",2,"medInc",2,"autos_ge_workers",0,94,52,64
851,2,"Long-walk to transit",3,"highInc",1,"autos_lt_workers",0,86,46,66
851,2,"Long-walk to transit",3,"highInc",2,"autos_ge_workers",0,268,134,192
851,2,"Long-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,142,94,116
851,2,"Long-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,876,440,640
852,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,28,4,6
852,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,4,2,4
852,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,784,316,398
852,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,2,2,2
852,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,60,44,52
852,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,748,422,500
852,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,2,2,2
852,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,60,50,54
852,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,612,384,464
852,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,6,2,4
852,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,210,174,200
852,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1176,766,946
852,2,"Long-walk to transit",1,"lowInc",2,"autos_ge_workers",0,126,32,68
852,2,"Long-walk to transit",2,"medInc",1,"autos_lt_workers",0,18,10,16
852,2,"Long-walk to transit",2,"medInc",2,"autos_ge_workers",0,380,128,234
852,2,"Long-walk to transit",3,"highInc",1,"autos_lt_workers",0,128,62,86
852,2,"Long-walk to transit",3,"highInc",2,"autos_ge_workers",0,802,318,480
852,2,"Long-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,178,74,118
852,2,"Long-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1120,470,708
853,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,32,8,12
853,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,24,10,20
853,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,738,216,432
853,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,94,50,74
853,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,822,380,600
853,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,2,0,0
853,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,148,84,132
853,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,744,332,518
853,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,4,4,4
853,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,188,110,162
853,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1074,594,862
853,2,"Long-walk to transit",1,"lowInc",0,"0_autos",0,86,18,22
853,2,"Long-walk to transit",1,"lowInc",1,"autos_lt_workers",0,16,14,16
853,2,"Long-walk to transit",1,"lowInc",2,"autos_ge_workers",0,470,174,212
853,2,"Long-walk to transit",2,"medInc",0,"0_autos",0,16,12,14
853,2,"Long-walk to transit",2,"medInc",1,"autos_lt_workers",0,24,22,24
853,2,"Long-walk to transit",2,"medInc",2,"autos_ge_workers",0,438,286,318
853,2,"Long-walk to transit",3,"highInc",0,"0_autos",0,8,4,6
853,2,"Long-walk to transit",3,"highInc",1,"autos_lt_workers",0,20,18,20
853,2,"Long-walk to transit",3,"highInc",2,"autos_ge_workers",0,216,164,184
853,2,"Long-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,52,36,40
854,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,378,140,218
854,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,132,78,124
854,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,2968,932,1854
854,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,92,48,66
854,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,340,190,286
854,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,2464,1112,1782
854,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,32,22,28
854,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,128,74,108
854,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,740,374,508
854,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,4,4,4
854,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,92,44,70
854,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,258,132,188
855,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,244,64,128
855,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,20,16,18
855,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,1792,546,1090
855,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,84,56,76
855,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,186,108,168
855,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,1620,702,1196
855,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,8,4,8
855,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,138,78,112
855,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,680,318,494
855,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,8,4,8
855,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,44,24,36
855,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,458,218,368
856,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,210,72,112
856,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,34,24,28
856,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,1486,524,824
856,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,86,58,82
856,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,242,124,208
856,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,2222,1048,1600
856,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,28,22,26
856,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,592,310,418
856,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,2122,942,1432
856,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,188,96,152
856,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,772,334,588
857,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,88,22,38
857,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,44,20,36
857,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,682,254,432
857,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,8,6,6
857,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,180,106,162
857,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,964,494,804
857,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,2,2,2
857,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,310,164,256
857,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,844,396,578
857,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,216,122,186
857,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,392,162,286
858,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,174,40,78
858,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,34,18,32
858,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,1490,532,936
858,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,48,36,40
858,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,168,118,158
858,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,1408,722,1004
858,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,358,230,320
858,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,1358,728,1064
858,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,202,118,170
858,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,670,380,556
859,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,96,18,42
859,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,30,18,26
859,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,630,176,316
859,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,4,0,2
859,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,122,74,102
859,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,1156,574,804
859,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,234,150,204
859,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,1058,510,740
859,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,324,190,240
859,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1136,618,878
860,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,78,18,26
860,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,12,10,12
860,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,714,270,372
860,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,24,14,16
860,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,106,66,90
860,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,1256,654,830
860,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,28,16,18
860,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,356,220,296
860,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,1746,912,1220
860,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,420,262,330
860,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1622,996,1296
861,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,164,34,82
861,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,90,54,82
861,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,1798,616,1178
861,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,52,32,38
